645	common	141906	76883	0.07	19929	24350	6114	10591	6841	22690	13823	37566	160.39	189.33	47.74	83.97	57.82	179.95	113.54	313.60
655	land	139516	57777	0.12	15360	18123	11226	10299	15999	21442	21071	25992	123.62	140.91	87.65	81.65	135.22	170.05	173.08	216.98
665	further	137949	78420	0.12	19113	22878	6609	10104	8932	16283	12582	41448	153.82	177.88	51.60	80.10	75.49	129.14	103.35	346.00
675	difficult	136621	84441	0.01	18239	18254	7725	23142	8342	18334	17546	25039	146.79	141.93	60.32	183.47	70.50	145.40	144.12	209.02
685	books	134900	55770	0.11	24393	25510	7317	10000	15894	18007	15528	18250	196.32	198.35	57.13	79.28	134.33	142.81	127.55	152.35
695	video	133137	51453	0.19	25826	20949	8376	31548	4578	17956	15875	8024	207.85	162.88	65.40	250.11	38.69	142.40	130.40	66.98
705	individual	131162	59064	0.04	17183	22298	1966	9429	2779	14515	11542	51450	138.29	173.37	15.35	74.75	23.49	115.12	94.81	429.50
715	writing	129466	57513	0.07	25187	24521	6873	10484	10398	12279	11008	28714	202.71	190.66	53.66	83.12	87.88	97.38	90.42	239.70
725	create	128182	74710	0.04	24804	24453	4840	11362	3113	22684	15032	21894	199.62	190.13	37.79	90.08	26.31	179.90	123.47	182.77
735	board	126621	58787	0.24	16029	16412	9015	11800	8810	16985	33851	13718	129.00	127.61	70.39	93.55	74.46	134.70	278.06	114.52
745	color	124933	48028	0.34	10068	10925	5835	6470	13299	49195	9641	19489	81.03	84.94	45.56	51.29	112.40	390.15	79.19	162.69
755	significant	123117	56702	0.02	13194	15191	1243	9007	1711	11597	10701	60473	106.19	118.11	9.71	71.41	14.46	91.97	87.90	504.82
765	rate	121972	51832	0.02	18496	20128	3289	10496	2945	18788	17496	30333	148.86	156.50	25.68	83.21	24.89	149.00	143.71	253.22
775	simple	120790	74922	0.06	22312	21147	10458	10183	10850	21236	10685	13916	179.57	164.42	81.66	80.73	91.70	168.42	87.77	116.17
785	race	119259	46771	0.07	18268	17416	7278	21293	5474	14133	21204	14148	147.02	135.41	56.83	168.81	46.26	112.09	174.17	118.11
795	decided	118388	76374	0.01	16534	15304	11694	16710	19049	15760	15596	7737	133.07	118.99	91.31	132.48	160.99	124.99	128.11	64.59
805	difference	116108	66118	0.02	20300	17775	8623	16373	6596	11983	9913	24544	163.38	138.20	67.33	129.80	55.75	95.03	81.43	204.89
815	knowledge	115218	48288	0.05	15319	19541	3638	4778	6323	9921	5732	49966	123.29	151.94	28.41	37.88	53.44	78.68	47.08	417.11
825	miss	114110	50376	0.47	9549	9017	43641	9695	20943	8160	10292	2811	76.85	70.11	340.75	76.86	177.00	64.72	84.54	23.47
835	changed	112829	73307	0.02	14370	14706	12934	17316	14432	13702	14269	11090	115.65	114.34	100.99	137.28	121.97	108.67	117.21	92.58
845	won	111523	58991	0.02	14145	13704	10019	15154	5586	15064	33961	3887	113.84	106.55	78.23	120.14	47.21	119.47	278.96	32.45
855	mark	110535	57317	0.67	12262	13365	10526	20294	10583	14966	21242	6510	98.69	103.92	82.19	160.89	89.44	118.69	174.48	54.34
865	growth	109172	42135	0.06	15252	15528	1066	8184	1450	20751	17426	29515	122.75	120.73	8.32	64.88	12.25	164.57	143.14	246.39
875	piece	107778	63952	0.02	15335	13662	16661	14870	14925	15245	10042	7037	123.42	106.23	130.09	117.89	126.14	120.90	82.49	58.74
885	doctor	106766	38472	0.23	9496	11537	27650	14945	18141	14232	7850	2912	76.42	89.70	215.89	118.48	153.32	112.87	64.48	24.31
895	clearly	106055	64618	0.13	17982	16136	5500	18138	9765	10825	8558	19150	144.72	125.46	42.94	143.80	82.53	85.85	70.30	159.86
905	design	104894	41220	0.11	17249	17202	2841	3026	3169	21368	11028	29008	138.82	133.75	22.18	23.99	26.78	169.46	90.59	242.16
915	boys	103690	40800	0.13	7848	8885	24589	8982	20344	10645	12713	9683	63.16	69.08	191.99	71.21	171.94	84.42	104.43	80.83
925	herself	102310	43532	0.00	6263	8672	6754	7258	50136	10271	7411	5537	50.40	67.43	52.73	57.54	423.72	81.46	60.87	46.22
935	texas	100975	38798	1.00	9814	10533	3092	15881	3744	13054	37596	7246	78.98	81.90	24.14	125.90	31.64	103.53	308.82	60.49
945	sleep	100056	42794	0.07	8361	14139	24678	7135	24312	12240	4900	4287	67.29	109.93	192.68	56.57	205.47	97.07	40.25	35.79
955	romney	98987	13582	0.99	44841	36548	51	11803	53	1446	3941	304	360.88	284.17	0.40	93.57	0.45	11.47	32.37	2.54
965	married	98360	44355	0.04	9343	10204	22503	13170	16885	11492	9963	4795	75.19	79.34	175.70	104.41	142.70	91.14	81.84	40.03
975	happens	97452	63076	0.02	15961	13847	17468	21880	6828	9479	8027	3960	128.45	107.66	136.39	173.46	57.71	75.18	65.93	33.06
985	event	96286	52958	0.04	17193	17765	4207	9592	4640	12884	17074	12930	138.37	138.13	32.85	76.05	39.21	102.18	140.25	107.94
995	passed	95173	58615	0.01	10376	12787	6922	12238	22033	11117	12517	7182	83.51	99.42	54.05	97.02	186.21	88.17	102.82	59.95
1005	showed	94182	60324	0.01	9316	10508	7366	10269	13317	12715	12797	17894	74.98	81.70	57.51	81.41	112.55	100.84	105.12	149.38
1015	address	93094	54428	0.05	12656	15092	6897	11418	5440	11520	10783	19287	101.86	117.34	53.85	90.52	45.98	91.36	88.57	161.01
1025	built	92481	57109	0.03	11983	11542	6362	7773	9821	18610	16958	9431	96.44	89.74	49.67	61.62	83.00	147.59	139.29	78.73
1035	jesus	91723	24077	0.99	16004	21467	22484	3836	9206	10385	3292	5036	128.80	166.91	175.55	30.41	77.80	82.36	27.04	42.04
1045	forces	91308	40158	0.07	8209	12099	3289	17069	3060	12438	14921	20221	66.07	94.07	25.68	135.32	25.86	98.64	122.56	168.80
1055	ball	90567	38350	0.10	11973	9087	13026	6008	10870	17710	18462	3429	96.36	70.65	101.71	47.63	91.87	140.45	151.65	28.62
1065	arms	90154	43209	0.04	5319	8731	6696	7382	36229	12206	7196	6393	42.81	67.89	52.28	58.52	306.19	96.80	59.11	53.37
1075	organization	89126	46360	0.14	12290	14673	1872	9264	1326	11810	16231	21658	98.91	114.09	14.62	73.44	11.21	93.66	133.32	180.80
1085	environment	88368	44224	0.07	11419	12080	2258	7342	1819	12678	9052	31720	91.90	93.92	17.63	58.21	15.37	100.55	74.35	264.80
1095	worry	88038	53433	0.02	8922	7187	31767	9520	12982	7935	7133	2591	71.80	55.88	248.04	75.47	109.72	62.93	58.59	21.63
1105	november	87176	46792	1.00	24573	22587	1138	7249	2224	10651	11000	7733	197.76	175.62	8.89	57.47	18.80	84.47	90.36	64.55
1115	fair	86564	50944	0.17	13819	12045	11402	15058	7739	8888	11451	6160	111.22	93.65	89.03	119.38	65.41	70.49	94.06	51.42
1125	obviously	85464	52418	0.25	15227	11710	9593	26749	6701	5386	5685	4406	122.55	91.05	74.90	212.07	56.63	42.72	46.70	36.78
1135	caught	84874	54292	0.03	8308	8243	11988	9735	23471	9516	10030	3579	66.86	64.09	93.60	77.18	198.37	75.47	82.39	29.88
1145	individuals	84259	38382	0.05	11539	15089	915	6370	1019	8636	6103	34587	92.87	117.32	7.14	50.50	8.61	68.49	50.13	288.73
1155	stood	83875	40294	0.01	4225	6678	3255	5095	47897	7358	6524	2843	34.00	51.92	25.41	40.39	404.80	58.35	53.59	23.73
1165	television	82707	43344	0.09	6379	8233	3941	19560	7388	12013	17884	7308	51.34	64.01	30.77	155.07	62.44	95.27	146.90	61.01
1175	beat	82072	44967	0.09	9016	7842	14759	8223	15834	10106	14302	1988	72.56	60.97	115.24	65.19	133.82	80.15	117.48	16.60
1185	eventually	81511	57487	0.18	11897	12580	4131	7869	8549	15144	12070	9271	95.75	97.81	32.25	62.39	72.25	120.10	99.14	77.39
1195	player	81001	36507	0.09	12326	11711	4650	5639	3548	12761	27055	3311	99.20	91.06	36.31	44.71	29.99	101.20	222.23	27.64
1205	interview	80366	42536	0.05	10018	10656	5050	17663	3229	7877	14938	10927	80.63	82.85	39.43	140.03	27.29	62.47	122.70	91.22
1215	developed	79847	47684	0.01	8180	10639	1934	4223	2850	13922	7967	30131	65.83	82.72	15.10	33.48	24.09	110.41	65.44	251.53
1225	income	79383	28396	0.05	15675	15899	945	7223	1244	11924	13167	13306	126.15	123.62	7.38	57.26	10.51	94.57	108.15	111.08
1235	la	78376	25893	0.56	6067	5768	10836	4890	7006	8406	12100	23212	48.83	44.85	84.61	38.77	59.21	66.67	99.39	193.77
1245	contact	78026	45439	0.12	10074	12392	8870	5726	6713	12510	8638	13103	81.08	96.35	69.26	45.40	56.73	99.21	70.95	109.38
1255	anybody	77252	45240	0.12	5772	4800	25111	22575	7827	4157	6171	838	46.45	37.32	196.07	178.97	66.15	32.97	50.69	7.00
1265	september	76631	41199	1.00	13665	17149	1286	8664	2680	12693	10891	9582	109.98	133.34	10.04	68.69	22.65	100.67	89.46	79.99
1275	anymore	76147	46824	0.02	8998	7196	26394	10146	12447	5065	5067	829	72.42	55.95	206.08	80.44	105.20	40.17	41.62	6.92
1285	fell	75750	48194	0.02	5801	8138	9227	6599	22296	9113	10360	4211	46.69	63.27	72.04	52.32	188.43	72.27	85.10	35.15
1295	tough	75317	50762	0.06	8921	7151	11190	18739	4552	10065	13116	1579	71.80	55.60	87.37	148.56	38.47	79.82	107.74	13.18
1305	finding	74643	52337	0.09	10481	10475	5475	7409	6695	11023	8405	14678	84.35	81.45	42.75	58.74	56.58	87.42	69.04	122.53
1315	described	74224	44939	0.01	7241	12210	1212	6077	3364	9077	9232	25811	58.28	94.94	9.46	48.18	28.43	71.99	75.83	215.47
1325	damn	73726	29233	0.42	6370	4623	38083	1665	13125	1998	1147	279	51.27	35.94	297.35	13.20	110.93	15.85	9.42	2.33
1335	pull	72907	47175	0.11	7733	7068	17838	8162	14198	9849	6252	1803	62.24	54.96	139.28	64.71	119.99	78.11	51.35	15.05
1345	additional	72551	44924	0.09	9329	13273	947	4737	1316	10259	10648	22042	75.08	103.20	7.39	37.55	11.12	81.36	87.46	184.00
1355	enjoy	71921	49084	0.10	15451	12886	10654	5346	5472	10545	7181	4384	124.35	100.19	83.19	42.38	46.25	83.63	58.99	36.60
1365	jim	71381	28566	0.99	5429	6255	8189	18503	9411	7766	13644	2176	43.69	48.63	63.94	146.69	79.54	61.59	112.07	18.17
1375	taxes	70273	24358	0.03	16226	14753	1437	13688	969	7180	12512	3507	130.59	114.71	11.22	108.52	8.19	56.94	102.77	29.28
1385	direct	69902	43558	0.06	9696	11322	3446	5784	3191	9284	6993	20186	78.03	88.03	26.91	45.86	26.97	73.63	57.44	168.51
1395	patient	69456	24931	0.06	5996	7803	7915	6281	5330	9347	6348	20436	48.26	60.67	61.80	49.80	45.05	74.13	52.14	170.60
1405	cars	69175	32558	0.05	8583	6770	5431	8164	10549	13037	14178	2463	69.08	52.64	42.40	64.72	89.15	103.39	116.46	20.56
1415	senator	68626	20209	0.78	3758	5029	3579	41033	1759	4742	6700	2025	30.24	39.10	27.94	325.31	14.87	37.61	55.03	16.90
1425	correct	68322	40032	0.08	12953	11722	6187	14910	3879	5344	3706	9621	104.25	91.14	48.31	118.21	32.78	42.38	30.44	80.32
1435	screen	67837	32591	0.05	10524	11157	3416	6375	13761	11525	6226	4849	84.70	86.75	26.67	50.54	116.30	91.40	51.14	40.48
1445	features	67505	37235	0.04	9474	11478	611	1566	4666	15299	9548	14862	76.25	89.24	4.77	12.42	39.43	121.33	78.43	124.07
1455	sold	67208	41653	0.03	8901	7983	6372	6266	5696	12189	15400	4396	71.64	62.07	49.75	49.68	48.14	96.67	126.50	36.70
1465	stupid	66726	33602	0.08	13401	9724	24627	3572	10300	2496	2026	580	107.85	75.61	192.29	28.32	87.05	19.80	16.64	4.84
1475	sweet	66147	38339	0.19	5968	6142	17854	4542	12384	10545	7396	1310	48.03	47.76	139.40	36.01	104.66	83.63	60.75	10.94
1485	negative	65804	33890	0.05	10289	10141	3797	6027	1414	6346	4655	23133	82.81	78.85	29.65	47.78	11.95	50.33	38.24	193.11
1495	released	65526	44042	0.01	9653	11976	2723	9900	3930	9366	13673	4305	77.69	93.12	21.26	78.49	33.21	74.28	112.31	35.94
1505	benefit	65148	41144	0.03	11877	11575	1899	5919	1959	9741	9204	12974	95.59	90.00	14.83	46.93	16.56	77.25	75.60	108.31
1515	runs	64665	40886	0.02	7443	7403	3975	5322	8412	10868	18023	3217	59.90	57.56	31.04	42.19	71.09	86.19	148.04	26.86
1525	regular	64397	44661	0.04	10088	9522	4273	5663	4656	10892	10439	8864	81.19	74.04	33.36	44.90	39.35	86.38	85.75	74.00
1535	believed	63962	41736	0.01	6349	8471	5000	7973	9571	7926	7978	10692	51.10	65.86	39.04	63.21	80.89	62.86	65.53	89.26
1545	aware	63512	43393	0.01	11013	9695	5114	7314	8122	6749	5977	9528	88.63	75.38	39.93	57.99	68.64	53.52	49.10	79.54
1555	editor	63061	33877	0.32	5732	6701	1253	7705	2329	12737	21092	5512	46.13	52.10	9.78	61.09	19.68	101.01	173.25	46.01
1565	block	62529	33913	0.09	6377	6519	5337	4954	7407	7414	19262	5254	51.32	50.69	41.67	39.28	62.60	58.80	158.22	43.86
1575	basically	62127	39396	0.14	11343	8320	5261	25038	1525	4492	4164	1964	91.29	64.69	41.08	198.50	12.89	35.63	34.20	16.40
1585	sky	61595	29416	0.12	4104	5646	5655	2764	23294	12809	4074	3248	33.03	43.90	44.15	21.91	196.87	101.59	33.46	27.11
1595	threat	61014	34417	0.02	7458	7680	3819	11846	3275	7545	8626	10763	60.02	59.71	29.82	93.91	27.68	59.84	70.85	89.85
1605	easier	60667	44859	0.02	11629	9713	5589	5690	5083	11303	6884	4776	93.59	75.52	43.64	45.11	42.96	89.64	56.55	39.87
1615	william	60247	30097	0.99	3554	5989	4401	8544	5415	11323	12326	8657	28.60	46.57	34.36	67.74	45.76	89.80	101.25	72.27
1625	millions	60018	39903	0.07	10333	9829	3433	10572	2248	9907	10637	3051	83.16	76.42	26.80	83.81	19.00	78.57	87.37	25.47
1635	annual	59672	37272	0.12	6220	8146	1073	2734	1175	12351	16204	11769	50.06	63.34	8.38	21.68	9.93	97.95	133.10	98.25
1645	warm	59469	36529	0.06	5539	5738	6006	3629	16777	13102	6528	2119	44.58	44.61	46.89	28.77	141.79	103.91	53.62	17.69
1655	moral	59101	23332	0.05	10079	9919	1821	4926	1783	7516	4159	18897	81.12	77.12	14.22	39.05	15.07	59.61	34.16	157.75
1665	active	58859	36354	0.05	7583	9143	1796	4942	1518	10258	6884	16735	61.03	71.09	14.02	39.18	12.83	81.35	56.55	139.70
1675	improve	58392	38464	0.02	9340	9028	1013	3809	1093	9642	8631	15836	75.17	70.19	7.91	30.20	9.24	76.47	70.90	132.20
1685	institute	58192	33162	0.89	4959	6964	1079	4475	1551	13855	11426	13881	39.91	54.15	8.42	35.48	13.11	109.88	93.85	115.88
1695	master	57946	30607	0.31	5452	9338	9541	2777	8960	7857	6783	7232	43.88	72.61	74.50	22.02	75.73	62.31	55.72	60.37
1705	projects	57710	29936	0.04	9573	8092	913	2919	1478	8881	11879	13975	77.04	62.92	7.13	23.14	12.49	70.43	97.58	116.66
1715	smaller	57399	39107	0.03	8191	7786	1892	4319	5668	11924	8236	9381	65.92	60.54	14.77	34.24	47.90	94.57	67.65	78.31
1725	solution	56939	33277	0.05	11425	10636	2355	6366	1998	8128	5388	10643	91.95	82.70	18.39	50.47	16.89	64.46	44.26	88.85
1735	suggested	56627	38707	0.02	5588	6989	1358	4760	6470	7663	7080	16717	44.97	54.34	10.60	37.74	54.68	60.77	58.16	139.55
1745	factor	56371	30734	0.10	7720	7538	1017	5797	760	6637	5452	21450	62.13	58.61	7.94	45.96	6.42	52.64	44.78	179.06
1755	commission	56080	25093	0.58	4591	8599	1500	6670	1074	6895	16252	10498	36.95	66.86	11.71	52.88	9.08	54.68	133.50	87.64
1765	killing	55585	32990	0.06	7410	7724	10651	8986	5066	5353	7703	2690	59.64	60.06	83.16	71.24	42.82	42.45	63.27	22.46
1775	prevent	55091	37475	0.02	7517	9531	1715	5990	2077	11547	7001	9710	60.50	74.11	13.39	47.49	17.55	91.58	57.51	81.06
1785	experiences	54933	27455	0.02	7734	7997	961	2814	1287	5786	3650	24704	62.24	62.18	7.50	22.31	10.88	45.89	29.98	206.23
1795	ourselves	54725	35734	0.01	9974	9303	7375	6619	5343	7046	4230	4835	80.27	72.33	57.58	52.48	45.16	55.88	34.75	40.36
1805	file	54354	24289	0.09	7391	15342	6257	3729	4711	6310	5830	4783	59.48	119.29	48.85	29.56	39.82	50.04	47.89	39.93
1815	streets	54014	32541	0.05	5175	5128	4438	8901	9226	5966	11935	3244	41.65	39.87	34.65	70.57	77.97	47.31	98.04	27.08
1825	perspective	53634	33079	0.04	9455	8162	1466	5817	1573	5601	4335	17225	76.09	63.46	11.45	46.12	13.29	44.42	35.61	143.79
1835	suggests	53389	34364	0.00	5293	6524	883	2846	1115	11511	5049	20168	42.60	50.73	6.89	22.56	9.42	91.29	41.47	168.36
1845	empty	53021	32811	0.05	4724	5685	5789	2748	21372	5408	4614	2652	38.02	44.20	45.20	21.79	180.63	42.89	37.90	22.14
1855	signed	52698	35480	0.04	6315	7177	4724	6446	3585	7125	13223	4099	50.82	55.80	36.88	51.10	30.30	56.51	108.61	34.22
1865	practices	52294	24649	0.05	5388	6724	387	1755	601	5246	5785	26408	43.36	52.28	3.02	13.91	5.08	41.60	47.52	220.45
1875	japan	52047	18003	0.99	5582	6258	1425	6369	1486	8649	10694	11531	44.92	48.66	11.13	50.49	12.56	68.59	87.84	96.26
1885	desire	51859	32167	0.03	7753	9099	2512	2924	6076	6287	4782	12422	62.40	70.75	19.61	23.18	51.35	49.86	39.28	103.70
1895	experts	51528	33020	0.10	5272	5843	877	7397	844	10718	14208	6369	42.43	45.43	6.85	58.64	7.13	85.00	116.71	53.17
1905	suit	51283	29410	0.05	4134	4119	7807	4052	13580	7428	7041	2779	33.27	32.03	60.96	32.12	114.77	58.91	57.84	23.20
1915	wake	50890	33905	0.18	6049	6067	13416	4607	8310	5241	4958	2242	48.68	47.17	104.75	36.52	70.23	41.57	40.73	18.72
1925	bright	50792	32935	0.09	4027	4905	4561	2755	16050	10548	5403	2542	32.41	38.14	35.61	21.84	135.65	83.65	44.38	21.22
1935	indian	50633	15890	0.99	3098	4498	2904	2632	4924	6523	7290	18763	24.93	34.97	22.67	20.87	41.62	51.73	59.88	156.63
1945	rain	50323	24498	0.11	4078	5184	5637	4694	15141	7287	5756	2542	32.82	40.31	44.01	37.21	127.96	57.79	47.28	21.22
